aid,author,date,genre,nid,rank,tags,title,vip_date,wd_count,xx,yc
3304413,云劫,2023-02-12,原创-纯爱-幻想未来-科幻,5088503,1,"情有独钟,天之骄子,穿越时空,星际",他穿成了帝国瑰宝,2023-02-12 00:00:30,9.95万,纯爱,1
2476142,宴时陈羡,2023-02-12,原创-言情-架空历史-爱情,7573151,2,打脸,映儿,2023-02-12 19:53:27,9.84万,言情,1
4980740,萨摩耶摇尾巴,2023-02-12,原创-纯爱-近代现代-爱情,7234474,3,"豪门世家,青梅竹马,甜文,穿书",认回亲爹后我在娃综爆红了,2023-02-12 00:00:00,9.38万,纯爱,1
3304413,云劫,2023-02-15,原创-纯爱-幻想未来-科幻,5088503,1,"情有独钟,天之骄子,穿越时空,星际",他穿成了帝国瑰宝,2023-02-12 00:00:30,9.95万,纯爱,1
2476142,宴时陈羡,2023-02-15,原创-言情-架空历史-爱情,7573151,2,打脸,映儿,2023-02-12 19:53:27,9.84万,言情,1
3304413,云劫,2023-02-14,原创-纯爱-幻想未来-科幻,5088503,1,"情有独钟,天之骄子,穿越时空,星际",他穿成了帝国瑰宝,2023-02-12 00:00:30,9.95万,纯爱,1
2476142,宴时陈羡,2023-02-14,原创-言情-架空历史-爱情,7573151,2,打脸,映儿,2023-02-12 19:53:27,9.84万,言情,1
4672470,Morisawa,2023-02-12,原创-纯爱-幻想未来-爱情,6854399,4,"强强,穿越时空,异能,末世",渡劫大佬在异世咸鱼[穿书],2023-02-12 00:00:00,8.97万,纯爱,1
1775182,爱小说的宅叶子,2023-02-12,衍生-言情-古色古香-东方衍生,7664008,5,"清穿,宫斗,历史衍生,爽文",清穿之赏花升职,2023-02-12 00:00:01,9.05万,言情,2
3455384,饼鸽鸽,2023-02-12,原创-百合-近代现代-爱情,6915373,6,"都市情缘,情有独钟,欢喜冤家,近水楼台",我是前任影后暗恋的白月光,2023-02-12 01:35:59,9.99万,百合,1
5310501,哆啦A洛,2023-02-12,原创-纯爱-幻想未来-爱情,7583660,7,"打脸,甜文,未来架空,爽文",受伤后发现全家都是大佬,2023-02-12 04:00:44,24.73万,纯爱,1
4508160,身健且加餐,2023-02-12,衍生-无CP-架空历史-东方衍生,6639972,8,"综漫,少女漫,穿越时空,成长",审神者今天也是未成年,2023-02-12 18:00:00,8.94万,无CP,2
3304413,云劫,2023-02-13,原创-纯爱-幻想未来-科幻,5088503,1,"情有独钟,天之骄子,穿越时空,星际",他穿成了帝国瑰宝,2023-02-12 00:00:30,9.95万,纯爱,1
3304413,云劫,2023-02-11,原创-纯爱-幻想未来-科幻,5088503,1,"情有独钟,天之骄子,穿越时空,星际",他穿成了帝国瑰宝,2023-02-12 00:00:30,9.95万,纯爱,1
3304413,云劫,2023-02-09,原创-纯爱-幻想未来-科幻,5088503,1,"情有独钟,天之骄子,穿越时空,星际",他穿成了帝国瑰宝,2023-02-12 00:00:30,9.95万,纯爱,1
2476142,宴时陈羡,2023-02-09,原创-言情-架空历史-爱情,7573151,2,打脸,映儿,2023-02-12 19:53:27,9.84万,言情,1
4980740,萨摩耶摇尾巴,2023-02-09,原创-纯爱-近代现代-爱情,7234474,3,"豪门世家,青梅竹马,甜文,穿书",认回亲爹后我在娃综爆红了,2023-02-12 00:00:00,9.38万,纯爱,1
4672470,Morisawa,2023-02-09,原创-纯爱-幻想未来-爱情,6854399,4,"强强,穿越时空,异能,末世",渡劫大佬在异世咸鱼[穿书],2023-02-12 00:00:00,8.97万,纯爱,1
1775182,爱小说的宅叶子,2023-02-09,衍生-言情-古色古香-东方衍生,7664008,5,"清穿,宫斗,历史衍生,爽文",清穿之赏花升职,2023-02-12 00:00:01,9.05万,言情,2
4980740,萨摩耶摇尾巴,2023-02-15,原创-纯爱-近代现代-爱情,7234474,3,"豪门世家,青梅竹马,甜文,穿书",认回亲爹后我在娃综爆红了,2023-02-12 00:00:00,9.38万,纯爱,1
4672470,Morisawa,2023-02-15,原创-纯爱-幻想未来-爱情,6854399,4,"强强,穿越时空,异能,末世",渡劫大佬在异世咸鱼[穿书],2023-02-12 00:00:00,8.97万,纯爱,1
1775182,爱小说的宅叶子,2023-02-15,衍生-言情-古色古香-东方衍生,7664008,5,"清穿,宫斗,历史衍生,爽文",清穿之赏花升职,2023-02-12 00:00:01,9.05万,言情,2
3455384,饼鸽鸽,2023-02-15,原创-百合-近代现代-爱情,6915373,6,"都市情缘,情有独钟,欢喜冤家,近水楼台",我是前任影后暗恋的白月光,2023-02-12 01:35:59,9.99万,百合,1
5310501,哆啦A洛,2023-02-15,原创-纯爱-幻想未来-爱情,7583660,7,"打脸,甜文,未来架空,爽文",受伤后发现全家都是大佬,2023-02-12 04:00:44,24.73万,纯爱,1
4508160,身健且加餐,2023-02-15,衍生-无CP-架空历史-东方衍生,6639972,8,"综漫,少女漫,穿越时空,成长",审神者今天也是未成年,2023-02-12 18:00:00,8.94万,无CP,2
4980740,萨摩耶摇尾巴,2023-02-14,原创-纯爱-近代现代-爱情,7234474,3,"豪门世家,青梅竹马,甜文,穿书",认回亲爹后我在娃综爆红了,2023-02-12 00:00:00,9.38万,纯爱,1
4672470,Morisawa,2023-02-14,原创-纯爱-幻想未来-爱情,6854399,4,"强强,穿越时空,异能,末世",渡劫大佬在异世咸鱼[穿书],2023-02-12 00:00:00,8.97万,纯爱,1
3176180,雪幽月冥,2023-02-12,原创-言情-架空历史-爱情,6262921,9,"欢喜冤家,天作之合,甜文",公主难哄,2023-02-12 00:08:47,8.74万,言情,1
3857523,顾西子,2023-02-12,原创-纯爱-近代现代-爱情,7560994,10,"天作之合,甜文,快穿,穿书",男主和谁he了？,2023-02-12 00:00:00,9.33万,纯爱,1
793733,花开常在,2023-02-12,原创-言情-近代现代-爱情,4186828,11,"布衣生活,种田文,甜文,年代文",七零山野日常,2023-02-12 00:00:01,7.01万,言情,1
3361208,乔燕,2023-02-12,原创-言情-架空历史-爱情,5604761,12,"宫廷侯爵,天作之合,青梅竹马,甜文",贵妃靥,2023-02-12 00:00:01,8.46万,言情,1
2476142,宴时陈羡,2023-02-13,原创-言情-架空历史-爱情,7573151,2,打脸,映儿,2023-02-12 19:53:27,9.84万,言情,1
4980740,萨摩耶摇尾巴,2023-02-13,原创-纯爱-近代现代-爱情,7234474,3,"豪门世家,青梅竹马,甜文,穿书",认回亲爹后我在娃综爆红了,2023-02-12 00:00:00,9.38万,纯爱,1
4672470,Morisawa,2023-02-13,原创-纯爱-幻想未来-爱情,6854399,4,"强强,穿越时空,异能,末世",渡劫大佬在异世咸鱼[穿书],2023-02-12 00:00:00,8.97万,纯爱,1
1775182,爱小说的宅叶子,2023-02-13,衍生-言情-古色古香-东方衍生,7664008,5,"清穿,宫斗,历史衍生,爽文",清穿之赏花升职,2023-02-12 00:00:01,9.05万,言情,2
3455384,饼鸽鸽,2023-02-13,原创-百合-近代现代-爱情,6915373,6,"都市情缘,情有独钟,欢喜冤家,近水楼台",我是前任影后暗恋的白月光,2023-02-12 01:35:59,9.99万,百合,1
5310501,哆啦A洛,2023-02-13,原创-纯爱-幻想未来-爱情,7583660,7,"打脸,甜文,未来架空,爽文",受伤后发现全家都是大佬,2023-02-12 04:00:44,24.73万,纯爱,1
4508160,身健且加餐,2023-02-13,衍生-无CP-架空历史-东方衍生,6639972,8,"综漫,少女漫,穿越时空,成长",审神者今天也是未成年,2023-02-12 18:00:00,8.94万,无CP,2
2476142,宴时陈羡,2023-02-11,原创-言情-架空历史-爱情,7573151,2,打脸,映儿,2023-02-12 19:53:27,9.84万,言情,1
4980740,萨摩耶摇尾巴,2023-02-11,原创-纯爱-近代现代-爱情,7234474,3,"豪门世家,青梅竹马,甜文,穿书",认回亲爹后我在娃综爆红了,2023-02-12 00:00:00,9.38万,纯爱,1
3455384,饼鸽鸽,2023-02-09,原创-百合-近代现代-爱情,6915373,6,"都市情缘,情有独钟,欢喜冤家,近水楼台",我是前任影后暗恋的白月光,2023-02-12 01:35:59,9.99万,百合,1
3304413,云劫,2023-02-10,原创-纯爱-幻想未来-科幻,5088503,1,"情有独钟,天之骄子,穿越时空,星际",他穿成了帝国瑰宝,2023-02-12 00:00:30,9.95万,纯爱,1
2476142,宴时陈羡,2023-02-10,原创-言情-架空历史-爱情,7573151,2,打脸,映儿,2023-02-12 19:53:27,9.84万,言情,1
4980740,萨摩耶摇尾巴,2023-02-10,原创-纯爱-近代现代-爱情,7234474,3,"豪门世家,青梅竹马,甜文,穿书",认回亲爹后我在娃综爆红了,2023-02-12 00:00:00,9.38万,纯爱,1
4672470,Morisawa,2023-02-10,原创-纯爱-幻想未来-爱情,6854399,4,"强强,穿越时空,异能,末世",渡劫大佬在异世咸鱼[穿书],2023-02-12 00:00:00,8.97万,纯爱,1
1775182,爱小说的宅叶子,2023-02-10,衍生-言情-古色古香-东方衍生,7664008,5,"清穿,宫斗,历史衍生,爽文",清穿之赏花升职,2023-02-12 00:00:01,9.05万,言情,2
3455384,饼鸽鸽,2023-02-10,原创-百合-近代现代-爱情,6915373,6,"都市情缘,情有独钟,欢喜冤家,近水楼台",我是前任影后暗恋的白月光,2023-02-12 01:35:59,9.99万,百合,1
3176180,雪幽月冥,2023-02-15,原创-言情-架空历史-爱情,6262921,9,"欢喜冤家,天作之合,甜文",公主难哄,2023-02-12 00:08:47,8.74万,言情,1
1775182,爱小说的宅叶子,2023-02-14,衍生-言情-古色古香-东方衍生,7664008,5,"清穿,宫斗,历史衍生,爽文",清穿之赏花升职,2023-02-12 00:00:01,9.05万,言情,2
3455384,饼鸽鸽,2023-02-14,原创-百合-近代现代-爱情,6915373,6,"都市情缘,情有独钟,欢喜冤家,近水楼台",我是前任影后暗恋的白月光,2023-02-12 01:35:59,9.99万,百合,1
5310501,哆啦A洛,2023-02-14,原创-纯爱-幻想未来-爱情,7583660,7,"打脸,甜文,未来架空,爽文",受伤后发现全家都是大佬,2023-02-12 04:00:44,24.73万,纯爱,1
2071502,既见君子云胡不喜,2023-02-12,衍生-言情-古色古香-古典衍生,7549405,13,"红楼梦,清穿,甜文,爽文",[红楼+清穿]锦鲤林妹妹,2023-02-12 21:18:38,8.82万,言情,2
5313830,红薯粉条,2023-02-12,原创-纯爱-幻想未来-爱情,7602342,14,"强强,生子,甜文,爽文",我家雄主每天都在装逼,2023-02-12 04:01:23,13.18万,纯爱,1
4127352,阿羊想吃肉,2023-02-12,衍生-无CP-近代现代-其他衍生,7637377,15,"综漫,异想天开,文野,咒回",某咒术高专的最优解,2023-02-12 08:00:00,8.73万,无CP,2
2705196,晓鱼干,2023-02-12,原创-言情-近代现代-爱情,7555904,16,"豪门世家,天之骄子,业界精英,甜文",娇惯,2023-02-12 00:00:00,7.93万,言情,1
3176180,雪幽月冥,2023-02-13,原创-言情-架空历史-爱情,6262921,9,"欢喜冤家,天作之合,甜文",公主难哄,2023-02-12 00:08:47,8.74万,言情,1
3857523,顾西子,2023-02-13,原创-纯爱-近代现代-爱情,7560994,10,"天作之合,甜文,快穿,穿书",男主和谁he了？,2023-02-12 00:00:00,9.33万,纯爱,1
793733,花开常在,2023-02-13,原创-言情-近代现代-爱情,4186828,11,"布衣生活,种田文,甜文,年代文",七零山野日常,2023-02-12 00:00:01,7.01万,言情,1
4672470,Morisawa,2023-02-11,原创-纯爱-幻想未来-爱情,6854399,4,"强强,穿越时空,异能,末世",渡劫大佬在异世咸鱼[穿书],2023-02-12 00:00:00,8.97万,纯爱,1
1775182,爱小说的宅叶子,2023-02-11,衍生-言情-古色古香-东方衍生,7664008,5,"清穿,宫斗,历史衍生,爽文",清穿之赏花升职,2023-02-12 00:00:01,9.05万,言情,2
3455384,饼鸽鸽,2023-02-11,原创-百合-近代现代-爱情,6915373,6,"都市情缘,情有独钟,欢喜冤家,近水楼台",我是前任影后暗恋的白月光,2023-02-12 01:35:59,9.99万,百合,1
5310501,哆啦A洛,2023-02-11,原创-纯爱-幻想未来-爱情,7583660,7,"打脸,甜文,未来架空,爽文",受伤后发现全家都是大佬,2023-02-12 04:00:44,24.73万,纯爱,1
5310501,哆啦A洛,2023-02-09,原创-纯爱-幻想未来-爱情,7583660,7,"打脸,甜文,未来架空,爽文",受伤后发现全家都是大佬,2023-02-12 04:00:44,24.73万,纯爱,1
4508160,身健且加餐,2023-02-09,衍生-无CP-架空历史-东方衍生,6639972,8,"综漫,少女漫,穿越时空,成长",审神者今天也是未成年,2023-02-12 18:00:00,8.94万,无CP,2
3176180,雪幽月冥,2023-02-09,原创-言情-架空历史-爱情,6262921,9,"欢喜冤家,天作之合,甜文",公主难哄,2023-02-12 00:08:47,8.74万,言情,1
5310501,哆啦A洛,2023-02-10,原创-纯爱-幻想未来-爱情,7583660,7,"打脸,甜文,未来架空,爽文",受伤后发现全家都是大佬,2023-02-12 04:00:44,24.73万,纯爱,1
4508160,身健且加餐,2023-02-10,衍生-无CP-架空历史-东方衍生,6639972,8,"综漫,少女漫,穿越时空,成长",审神者今天也是未成年,2023-02-12 18:00:00,8.94万,无CP,2
3176180,雪幽月冥,2023-02-10,原创-言情-架空历史-爱情,6262921,9,"欢喜冤家,天作之合,甜文",公主难哄,2023-02-12 00:08:47,8.74万,言情,1
3857523,顾西子,2023-02-15,原创-纯爱-近代现代-爱情,7560994,10,"天作之合,甜文,快穿,穿书",男主和谁he了？,2023-02-12 00:00:00,9.33万,纯爱,1
793733,花开常在,2023-02-15,原创-言情-近代现代-爱情,4186828,11,"布衣生活,种田文,甜文,年代文",七零山野日常,2023-02-12 00:00:01,7.01万,言情,1
3361208,乔燕,2023-02-15,原创-言情-架空历史-爱情,5604761,12,"宫廷侯爵,天作之合,青梅竹马,甜文",贵妃靥,2023-02-12 00:00:01,8.46万,言情,1
4508160,身健且加餐,2023-02-14,衍生-无CP-架空历史-东方衍生,6639972,8,"综漫,少女漫,穿越时空,成长",审神者今天也是未成年,2023-02-12 18:00:00,8.94万,无CP,2
1380444,渣三快住手,2023-02-12,原创-纯爱-幻想未来-爱情,3866891,17,"奇幻魔幻,豪门世家,校园,异想天开",404男神宿舍,2023-02-12 18:54:00,9.13万,纯爱,1
3361208,乔燕,2023-02-13,原创-言情-架空历史-爱情,5604761,12,"宫廷侯爵,天作之合,青梅竹马,甜文",贵妃靥,2023-02-12 00:00:01,8.46万,言情,1
2071502,既见君子云胡不喜,2023-02-13,衍生-言情-古色古香-古典衍生,7549405,13,"红楼梦,清穿,甜文,爽文",[红楼+清穿]锦鲤林妹妹,2023-02-12 21:18:38,8.82万,言情,2
5313830,红薯粉条,2023-02-13,原创-纯爱-幻想未来-爱情,7602342,14,"强强,生子,甜文,爽文",我家雄主每天都在装逼,2023-02-12 04:01:23,13.18万,纯爱,1
4127352,阿羊想吃肉,2023-02-13,衍生-无CP-近代现代-其他衍生,7637377,15,"综漫,异想天开,文野,咒回",某咒术高专的最优解,2023-02-12 08:00:00,8.73万,无CP,2
2705196,晓鱼干,2023-02-13,原创-言情-近代现代-爱情,7555904,16,"豪门世家,天之骄子,业界精英,甜文",娇惯,2023-02-12 00:00:00,7.93万,言情,1
1380444,渣三快住手,2023-02-13,原创-纯爱-幻想未来-爱情,3866891,17,"奇幻魔幻,豪门世家,校园,异想天开",404男神宿舍,2023-02-12 18:54:00,9.13万,纯爱,1
4428163,岁岁无恙,2023-02-13,原创-言情-近代现代-爱情,6709632,18,"都市情缘,豪门世家,情有独钟,甜文",入夜,2023-02-12 00:00:05,7.15万,言情,1
4695894,清酒微醺,2023-02-13,原创-言情-幻想未来-剧情,7296962,19,"随身空间,末世,美食,爽文",天灾囤货且修仙,2023-02-12 04:01:24,10.27万,言情,1
1561746,简梨,2023-02-13,原创-言情-近代现代-爱情,7208451,20,"励志人生,快穿",救我于世间水火[快穿],2023-02-12 08:00:00,14.8万,言情,1
4508160,身健且加餐,2023-02-11,衍生-无CP-架空历史-东方衍生,6639972,8,"综漫,少女漫,穿越时空,成长",审神者今天也是未成年,2023-02-12 18:00:00,8.94万,无CP,2
3176180,雪幽月冥,2023-02-11,原创-言情-架空历史-爱情,6262921,9,"欢喜冤家,天作之合,甜文",公主难哄,2023-02-12 00:08:47,8.74万,言情,1
3857523,顾西子,2023-02-09,原创-纯爱-近代现代-爱情,7560994,10,"天作之合,甜文,快穿,穿书",男主和谁he了？,2023-02-12 00:00:00,9.33万,纯爱,1
3857523,顾西子,2023-02-10,原创-纯爱-近代现代-爱情,7560994,10,"天作之合,甜文,快穿,穿书",男主和谁he了？,2023-02-12 00:00:00,9.33万,纯爱,1
793733,花开常在,2023-02-10,原创-言情-近代现代-爱情,4186828,11,"布衣生活,种田文,甜文,年代文",七零山野日常,2023-02-12 00:00:01,7.01万,言情,1
2071502,既见君子云胡不喜,2023-02-15,衍生-言情-古色古香-古典衍生,7549405,13,"红楼梦,清穿,甜文,爽文",[红楼+清穿]锦鲤林妹妹,2023-02-12 21:18:38,8.82万,言情,2
5313830,红薯粉条,2023-02-15,原创-纯爱-幻想未来-爱情,7602342,14,"强强,生子,甜文,爽文",我家雄主每天都在装逼,2023-02-12 04:01:23,13.18万,纯爱,1
4127352,阿羊想吃肉,2023-02-15,衍生-无CP-近代现代-其他衍生,7637377,15,"综漫,异想天开,文野,咒回",某咒术高专的最优解,2023-02-12 08:00:00,8.73万,无CP,2
2705196,晓鱼干,2023-02-15,原创-言情-近代现代-爱情,7555904,16,"豪门世家,天之骄子,业界精英,甜文",娇惯,2023-02-12 00:00:00,7.93万,言情,1
1380444,渣三快住手,2023-02-15,原创-纯爱-幻想未来-爱情,3866891,17,"奇幻魔幻,豪门世家,校园,异想天开",404男神宿舍,2023-02-12 18:54:00,9.13万,纯爱,1
4428163,岁岁无恙,2023-02-15,原创-言情-近代现代-爱情,6709632,18,"都市情缘,豪门世家,情有独钟,甜文",入夜,2023-02-12 00:00:05,7.15万,言情,1
4695894,清酒微醺,2023-02-15,原创-言情-幻想未来-剧情,7296962,19,"随身空间,末世,美食,爽文",天灾囤货且修仙,2023-02-12 04:01:24,10.27万,言情,1
3176180,雪幽月冥,2023-02-14,原创-言情-架空历史-爱情,6262921,9,"欢喜冤家,天作之合,甜文",公主难哄,2023-02-12 00:08:47,8.74万,言情,1
3857523,顾西子,2023-02-14,原创-纯爱-近代现代-爱情,7560994,10,"天作之合,甜文,快穿,穿书",男主和谁he了？,2023-02-12 00:00:00,9.33万,纯爱,1
793733,花开常在,2023-02-14,原创-言情-近代现代-爱情,4186828,11,"布衣生活,种田文,甜文,年代文",七零山野日常,2023-02-12 00:00:01,7.01万,言情,1
3361208,乔燕,2023-02-14,原创-言情-架空历史-爱情,5604761,12,"宫廷侯爵,天作之合,青梅竹马,甜文",贵妃靥,2023-02-12 00:00:01,8.46万,言情,1
2071502,既见君子云胡不喜,2023-02-14,衍生-言情-古色古香-古典衍生,7549405,13,"红楼梦,清穿,甜文,爽文",[红楼+清穿]锦鲤林妹妹,2023-02-12 21:18:38,8.82万,言情,2
5313830,红薯粉条,2023-02-14,原创-纯爱-幻想未来-爱情,7602342,14,"强强,生子,甜文,爽文",我家雄主每天都在装逼,2023-02-12 04:01:23,13.18万,纯爱,1
4127352,阿羊想吃肉,2023-02-14,衍生-无CP-近代现代-其他衍生,7637377,15,"综漫,异想天开,文野,咒回",某咒术高专的最优解,2023-02-12 08:00:00,8.73万,无CP,2
2705196,晓鱼干,2023-02-14,原创-言情-近代现代-爱情,7555904,16,"豪门世家,天之骄子,业界精英,甜文",娇惯,2023-02-12 00:00:00,7.93万,言情,1
1380444,渣三快住手,2023-02-14,原创-纯爱-幻想未来-爱情,3866891,17,"奇幻魔幻,豪门世家,校园,异想天开",404男神宿舍,2023-02-12 18:54:00,9.13万,纯爱,1
4428163,岁岁无恙,2023-02-12,原创-言情-近代现代-爱情,6709632,18,"都市情缘,豪门世家,情有独钟,甜文",入夜,2023-02-12 00:00:05,7.15万,言情,1
4695894,清酒微醺,2023-02-12,原创-言情-幻想未来-剧情,7296962,19,"随身空间,末世,美食,爽文",天灾囤货且修仙,2023-02-12 04:01:24,10.27万,言情,1
1000212,荆棘血,2023-02-13,衍生-无CP-近代现代-东方衍生,7636119,21,"综漫,海贼王,咒回,JOJO",退休纲吉的非日常养崽生活,2023-02-12 04:01:18,13.82万,无CP,2
5374157,岁尽,2023-02-13,原创-言情-架空历史-爱情,7672195,22,"穿越时空,美食,爽文",巷间小食肆,2023-02-12 04:01:16,13.03万,言情,1
3857523,顾西子,2023-02-11,原创-纯爱-近代现代-爱情,7560994,10,"天作之合,甜文,快穿,穿书",男主和谁he了？,2023-02-12 00:00:00,9.33万,纯爱,1
793733,花开常在,2023-02-11,原创-言情-近代现代-爱情,4186828,11,"布衣生活,种田文,甜文,年代文",七零山野日常,2023-02-12 00:00:01,7.01万,言情,1
3361208,乔燕,2023-02-11,原创-言情-架空历史-爱情,5604761,12,"宫廷侯爵,天作之合,青梅竹马,甜文",贵妃靥,2023-02-12 00:00:01,8.46万,言情,1
2071502,既见君子云胡不喜,2023-02-11,衍生-言情-古色古香-古典衍生,7549405,13,"红楼梦,清穿,甜文,爽文",[红楼+清穿]锦鲤林妹妹,2023-02-12 21:18:38,8.82万,言情,2
5313830,红薯粉条,2023-02-11,原创-纯爱-幻想未来-爱情,7602342,14,"强强,生子,甜文,爽文",我家雄主每天都在装逼,2023-02-12 04:01:23,13.18万,纯爱,1
4127352,阿羊想吃肉,2023-02-11,衍生-无CP-近代现代-其他衍生,7637377,15,"综漫,异想天开,文野,咒回",某咒术高专的最优解,2023-02-12 08:00:00,8.73万,无CP,2
