aid,author,genre,nid,rank,rank_date,tags,title,vip_date,wd_count,xx,yc
2042954,Ayzo,衍生-言情-架空历史-古典衍生,7053213,20,2023-02-05,"恋爱合约,青梅竹马,传奇,甜文",朕当年差点把皇后卷没,2023-02-02 16:53:53,11.28万,言情,2
1993305,月下桂花酒,原创-纯爱-架空历史-爱情,3443041,21,2023-02-05,"宫廷侯爵,系统,穿书,爽文",穿成炮灰太子做修罗场主角,2023-02-02 04:00:52,12万,纯爱,1
5062344,叶南九,原创-言情-架空历史-爱情,7387896,33,2023-02-02,"年下,宫廷侯爵,重生,女强",明君饲养指南,2023-01-30 04:00:54,34.23万,言情,1
2295445,闪电羊,原创-言情-近代现代-爱情,4144879,34,2023-02-02,"情有独钟,天作之合,甜文",死对头竟是我男神,2023-01-30 09:40:35,10.17万,言情,1
2503022,雾迟,原创-言情-近代现代-爱情,6787604,35,2023-02-02,"欢喜冤家,近水楼台,天作之合,甜文",遇你才是上上签,2023-01-30 04:01:03,29.74万,言情,1
5163793,爱吃橙子的小橙,衍生-言情-架空历史-东方衍生,7684101,34,2023-02-04,"洪荒,甜文,东方玄幻,封神",[洪荒]我的夫君是道祖,2023-02-01 21:00:00,11.27万,言情,2
1681702,看长亭晚,原创-百合-架空历史-爱情,4931558,35,2023-02-04,"宫廷侯爵,情有独钟,朝堂之上",归去来,2023-02-01 22:26:01,10万,百合,1
2211073,忽惊小桃枝,原创-言情-架空历史-爱情,5351429,36,2023-02-04,"美食,甜文",真千金她咸成了皇后（美食）,2023-02-01 10:25:51,9.93万,言情,1
2283207,二十七天外,原创-言情-古色古香-剧情,5890085,37,2023-02-04,"穿越时空,种田文,朝堂之上,基建",穿成扶苏后，三句话让秦始皇为我打下六国,2023-02-01 02:35:45,7.54万,言情,1
4515442,三杯拿铁,原创-言情-架空历史-仙侠,7096373,38,2023-02-04,"虐恋情深,爽文,东方玄幻",分手后男主火葬场了,2023-02-01 00:50:00,9.81万,言情,1
2324071,锯梨,原创-言情-架空历史-爱情,6850516,23,2023-02-03,"虐恋情深,爱情战争",贵妃在逃,2023-01-31 21:02:52,8.95万,言情,1
5260372,咋雨,衍生-纯爱-幻想未来-轻小说,7603560,24,2023-02-03,"灵异神怪,奇幻魔幻,游戏网游,大冒险",[原神]流浪与流浪者之歌,2023-01-31 00:00:00,9.03万,纯爱,2
2414128,闲狐,原创-纯爱-近代现代-爱情,5064855,25,2023-02-03,"豪门世家,娱乐圈,业界精英,甜文",影帝的秘密情人今天也想公开,2023-01-31 04:00:44,8.06万,纯爱,1
3840105,秦典,原创-言情-古色古香-爱情,7384578,26,2023-02-03,"清穿,前世今生,穿越时空,系统",皇十二女的兄控日常（清穿）,2023-01-31 04:00:28,10万,言情,1
3926629,泡面娃娃,原创-言情-近代现代-爱情,6727055,19,2023-02-09,"幻想空间,娱乐圈,古穿今,直播",太后幼崽在现代靠直播爆火了,2023-02-06 04:00:34,15.81万,言情,1
1920172,月之熙,原创-纯爱-幻想未来-爱情,6184961,20,2023-02-09,"强强,年下,情有独钟,甜文",惹不起的Omega,2023-02-06 10:50:00,9.06万,纯爱,1
5377211,卖鱼干的粉红猫猫,原创-言情-幻想未来-悬疑,7676762,29,2023-02-15,"幻想空间,灵异神怪,女强,爽文",玄学大佬封灵实录,2023-02-12 04:01:03,14.14万,言情,1
3085324,贝萝,原创-言情-近代现代-爱情,4886327,26,2023-01-29,"天之骄子,穿越时空,甜文,校园",白莲花女配不想上位,2023-01-26 02:10:14,8.03万,言情,1
2988919,MsAdele,原创-言情-架空历史-奇幻,6047655,27,2023-01-29,"异世大陆,系统,西幻,史诗奇幻",艾薇的异世冒险[西幻],2023-01-26 00:01:00,8.66万,言情,1
3201590,奶茶全糖少冰,衍生-纯爱-近代现代-东方衍生,7584623,25,2023-01-27,"奇幻魔幻,穿越时空,游戏网游,甜文","[原神]魈,你要下蛋还是结果？",2023-01-24 21:00:00,14.79万,纯爱,2
3444212,解冻湖水,原创-纯爱-近代现代-爱情,7290441,26,2023-01-27,"都市情缘,甜文,穿书,校园",病弱男二对我蓄谋已久,2023-01-24 00:00:12,28.48万,纯爱,1
2397603,yun倾缱,原创-纯爱-近代现代-爱情,5069150,8,2023-01-18,"情有独钟,异能,末世,爽文",傀儡师别太嚣张,2023-01-15 00:00:01,8.82万,纯爱,1
5327929,曲吟,衍生-言情-架空历史-古典衍生,7608644,9,2023-01-18,"灵异神怪,古典名著,穿书,爽文",[西游]穿成继任弼马温后,2023-01-15 09:00:00,11.03万,言情,2
2473020,傀也,衍生-纯爱-近代现代-东方衍生,4775199,4,2023-01-19,"综漫,少年漫,文野,咒回",在高专当沙雕dk那些年,2023-01-16 12:08:27,9.56万,纯爱,2
1681158,墨西柯,原创-言情-架空历史-爱情,6099608,5,2023-01-19,"天之骄子,仙侠修真,东方玄幻,成长",仙界交换生,2023-01-16 00:08:08,9.23万,言情,1
2148441,罗子逢,原创-言情-近代现代-爱情,4489652,6,2023-01-19,"穿书,爽文",四合院的病弱女配[七零],2023-01-16 09:20:03,6.45万,言情,1
2531022,严午,原创-言情-幻想未来-爱情,6279120,7,2023-01-19,,今天我的怨种上司搞事了吗,2023-01-16 06:00:00,9.18万,言情,1
3670240,不吃姜糖,原创-纯爱-幻想未来-爱情,7451533,8,2023-01-19,"生子,穿越时空,甜文,现代架空",开门！社区送老婆,2023-01-16 00:00:00,8.25万,纯爱,1
4843737,起岚,原创-言情-架空历史-仙侠,7063035,9,2023-01-19,"情有独钟,天之骄子,仙侠修真,甜文",网恋男友是天榜第一,2023-01-16 09:00:00,9.09万,言情,1
1605390,迟零,原创-言情-近代现代-爱情,5641901,10,2023-01-19,"打脸,穿书,爽文",亲妈手撕炮灰剧本[快穿],2023-01-16 15:00:00,15.96万,言情,1
5302652,云若昭昭,衍生-言情-架空历史-东方衍生,7572800,14,2023-01-20,"清穿,灵魂转换,天作之合,甜文",清穿之佟妃不想死,2023-01-17 04:00:29,15.53万,言情,2
5056227,识怜霜煌,衍生-言情-幻想未来-轻小说,7455601,1,2023-01-17,"穿越时空,游戏网游,成长,异想天开",在提瓦特靠制作游戏成为首富,2023-01-14 00:00:00,14.33万,言情,2
3813580,星星白兔,原创-言情-近代现代-剧情,5871942,22,2023-01-26,"异能,系统,直播,玄学",算命招魂直播间[玄学直播],2023-01-23 04:00:37,9.38万,言情,1
709226,白衣若雪,原创-纯爱-近代现代-爱情,6021409,23,2023-01-26,"豪门世家,娱乐圈,婚恋",离婚,2023-01-23 16:51:33,10.85万,纯爱,1
4386198,顺匀,原创-言情-架空历史-奇幻,6935742,24,2023-01-26,"强强,穿越时空,爽文,东方玄幻",万人迷死后，修真界疯了,2023-01-23 12:00:00,9.17万,言情,1
4325736,茶乾,原创-纯爱-近代现代-爱情,7224602,25,2023-01-26,"情有独钟,甜文,穿书,校园",我为温柔男二操碎了心,2023-01-23 21:00:00,9.06万,纯爱,1
5219897,青沽兔子,原创-纯爱-近代现代-爱情,7476497,26,2023-01-26,"种田文,异能,末世,萌宠",猫猫的天灾求生路,2023-01-23 04:00:50,24.57万,纯爱,1
2597042,闭水,原创-百合-幻想未来-爱情,6933304,27,2023-01-26,"娱乐圈,系统,未来架空,穿书",薄情女A她只想走剧情,2023-01-23 21:00:00,8.08万,百合,1
2024597,飒露白,原创-纯爱-近代现代-爱情,7217120,28,2023-01-26,"娱乐圈,古穿今,甜文,爽文",朕制霸娱乐圈[古穿今],2023-01-23 16:16:00,8.04万,纯爱,1
3092133,南柠檬,原创-纯爱-近代现代-爱情,5381661,29,2023-01-26,"娱乐圈,异能,系统,爽文",成为三个大佬的攻略对象后,2023-01-23 21:22:51,8.48万,纯爱,1
2679306,烟波碎,原创-言情-近代现代-爱情,7582452,27,2023-01-25,"幻想空间,恋爱合约,年代文,逆袭",七十年代契约夫妻,2023-01-22 04:00:31,21.86万,言情,1
4670854,瓜不离手,衍生-言情-近代现代-东方衍生,6771306,28,2023-01-25,"综漫,强强,欢喜冤家,柯南",失忆的我在酒厂玩替身文学,2023-01-22 00:00:00,12.01万,言情,2
5347896,漱人,原创-纯爱-幻想未来-剧情,7635720,29,2023-01-25,"无限流,爽文,直播",无限流解说上岗后,2023-01-22 00:00:10,12.75万,纯爱,1
141148,竹米,衍生-言情-架空历史-东方衍生,4585353,28,2023-01-24,"综漫,少年漫,游戏网游,校园",暗恋的她陷入了网恋,2023-01-21 00:00:00,9.71万,言情,2
2329546,挑兰灯,衍生-无CP-架空历史-东方衍生,4344206,29,2023-01-24,"灵异神怪,洪荒,东方玄幻,封神",[神话]火里栽莲,2023-01-21 00:37:31,8.24万,无CP,2
2214863,一面风情,原创-言情-近代现代-爱情,6195976,30,2023-01-24,"豪门世家,娱乐圈,打脸,穿书",为了cp粉，我们原地结婚[穿书],2023-01-21 06:00:00,6.67万,言情,1
2236703,妍蹊,原创-言情-近代现代-爱情,4441458,31,2023-01-24,"都市情缘,情有独钟,天作之合,校园",难追,2023-01-21 00:29:55,5.99万,言情,1
4623023,南雍,原创-言情-架空历史-爱情,6797231,32,2023-01-24,,让浪子回头后我假死了,2023-01-21 00:00:00,11.71万,言情,1
3588873,涂桉,原创-言情-近代现代-剧情,6158819,33,2023-01-24,"豪门世家,娱乐圈,现代架空",经营一家娱乐公司[娱乐圈],2023-01-21 06:00:00,6.88万,言情,1
3847972,风很暖,原创-纯爱-近代现代-爱情,5862301,37,2023-02-11,"豪门世家,娱乐圈,重生,萌宠",小龙崽捡猫后全网爆红,2023-02-08 00:00:01,8.29万,纯爱,1
1907014,韵浅羽,衍生-言情-近代现代-西方衍生,6974828,38,2023-02-11,"西方名著,西方罗曼,血族,悬疑推理",贝克街的贝克小姐,2023-02-08 00:00:00,8.68万,言情,2
3730507,火理,原创-纯爱-近代现代-爱情,6447663,39,2023-02-11,"强强,情有独钟,甜文,爽文",公理之下,2023-02-08 21:06:53,8.37万,纯爱,1
5278193,绝对不吃鸳鸯锅,原创-百合-架空历史-剧情,7537991,40,2023-02-11,"强强,年下,乔装改扮,朝堂之上",长公主的小将军,2023-02-08 21:20:31,8.38万,百合,1
5367809,鹿绒,原创-纯爱-架空历史-剧情,7662907,41,2023-02-11,"强强,生子,穿越时空,种田文",全能小夫郎,2023-02-08 04:00:49,15.13万,纯爱,1
3040552,没有九,原创-纯爱-近代现代-爱情,5425825,42,2023-02-11,"情有独钟,系统,甜文,爽文",万人迷今天也在找崽,2023-02-08 04:51:38,8.3万,纯爱,1
5356847,李无染,原创-言情-架空历史-爱情,7647744,48,2023-02-12,"宫廷侯爵,情有独钟,天之骄子,甜文",春夜暗渡,2023-02-09 04:00:54,13.26万,言情,1
3681602,辞楼西,原创-言情-架空历史-仙侠,7604047,49,2023-02-12,"情有独钟,史诗奇幻",男狐狸精救赎手册[穿书],2023-02-09 15:18:05,20.89万,言情,1
5303499,长圆月,原创-言情-古色古香-爱情,7574020,50,2023-02-12,"强强,宫廷侯爵,天作之合,朝堂之上",日悬长空,2023-02-09 04:00:43,18.49万,言情,1
4347290,青玉鲤,原创-言情-幻想未来-剧情,6322154,51,2023-02-12,"末世,快穿,爽文,基建",我在异世搞基建[快穿],2023-02-09 09:37:45,42.51万,言情,1
2395516,西澄布丁,原创-言情-近代现代-爱情,7191162,52,2023-02-12,"情有独钟,甜文,成长,逆袭",情书,2023-02-09 04:00:49,20.92万,言情,1
4176762,茶予卿,原创-言情-近代现代-爱情,6510137,53,2023-02-12,"都市情缘,豪门世家,天作之合,甜文",霸道女总裁的玛丽苏男友,2023-02-09 04:01:02,35.03万,言情,1
5199540,枝眠困影,衍生-纯爱-近代现代-东方衍生,7430488,15,2023-01-23,"猎人,综漫,咒回,柯南",下山后我成为了团宠,2023-01-20 21:34:08,10.34万,纯爱,2
2216333,威威王,原创-纯爱-近代现代-爱情,4344173,16,2023-01-23,"欢喜冤家,系统,穿书,爽文",病美人在修罗场里端水,2023-01-20 00:00:00,30.09万,纯爱,1
2601744,妘染,原创-百合-近代现代-爱情,4531767,17,2023-01-23,"生子,婚恋,甜文,穿书",穿成百合文里的残疾渣攻,2023-01-20 07:00:00,10.65万,百合,1
3182098,栀澜,原创-言情-近代现代-爱情,6774053,18,2023-01-23,穿越时空,穿成七零年代漂亮亲妈,2023-01-20 01:27:06,12.44万,言情,1
3916943,灰灰的京鱼,原创-纯爱-幻想未来-爱情,6289083,21,2023-01-22,"情有独钟,天作之合,系统,快穿",深情男二绝不崩人设［快穿］,2023-01-19 00:01:33,22.61万,纯爱,1
3611394,八两白酒,原创-百合-近代现代-爱情,6808609,22,2023-01-22,"情有独钟,系统,甜文,爽文",这个女主实在太难攻略了[快穿],2023-01-19 17:00:00,18.71万,百合,1
3631073,我怀,原创-纯爱-近代现代-爱情,6574161,24,2023-01-21,"幻想空间,花季雨季,甜文,校园",男朋友O变A后被我带坏了,2023-01-18 18:00:00,22.34万,纯爱,1
5326247,安与书,原创-言情-架空历史-剧情,7610220,25,2023-01-21,"天作之合,穿越时空,种田文,甜文",穿成未来帝师的短命原配,2023-01-18 04:00:46,28.42万,言情,1
2168956,青山误我,原创-纯爱-幻想未来-爱情,4645148,26,2023-01-21,"娱乐圈,重生,穿书,萌宠",当人鱼在虐文觉醒沙雕属性后,2023-01-18 03:30:14,11.98万,纯爱,1
3157093,阿颜颜的猫,衍生-纯爱-近代现代-东方衍生,7452959,21,2023-01-28,"综漫,少年漫,系统,柯南",失忆后成了GIN的替身情人,2023-01-25 00:00:00,9.47万,纯爱,2
4784095,不如见你,衍生-言情-近代现代-东方衍生,6906678,22,2023-01-28,"火影,综漫,强强,咒回",用死遁渣了最强后我又死回来了,2023-01-25 16:12:33,9.04万,言情,2
4773493,千语翎,原创-纯爱-近代现代-爱情,6899999,23,2023-01-28,"幻想空间,花季雨季,甜文,校园",变O后被竹马死对头标记了,2023-01-25 08:43:55,10.11万,纯爱,1
2471201,东沉,原创-百合-近代现代-爱情,5629576,18,2023-02-01,"强强,甜文,穿书,爽文",成为白月光女二的小青梅,2023-01-29 22:25:47,8.32万,百合,1
1845772,小主知顾,原创-言情-幻想未来-爱情,2859038,19,2023-02-01,"随身空间,穿书,爽文",囤货百亿，天灾求生,2023-01-29 13:19:33,9.49万,言情,1
5287963,三餐都吃卤鸡腿,原创-纯爱-架空历史-仙侠,7551616,20,2023-02-01,"布衣生活,种田文,仙侠修真,美食",重生后我在修真小饭堂养老,2023-01-29 04:00:23,23.19万,纯爱,1
2612398,橘柚与晛,原创-言情-近代现代-爱情,5061668,36,2023-02-13,"女配,现代架空",穿书之总说她有心机,2023-02-10 04:01:08,10.97万,言情,1
4209743,冰乃,原创-言情-近代现代-爱情,6898227,37,2023-02-13,甜文,帮总裁退婚后,2023-02-10 00:00:00,6.79万,言情,1
4376168,耳刀东,原创-言情-架空历史-仙侠,7046046,34,2023-02-06,异能,皇兄的白月光是女装大佬,2023-02-03 04:01:04,39.91万,言情,1
3690692,烟落水,原创-言情-架空历史-爱情,5648755,35,2023-02-06,"仙侠修真,系统,甜文",可魔尊又有什么坏心眼呢,2023-02-03 09:12:38,11.36万,言情,1
2082847,简馥,原创-言情-幻想未来-游戏,4735095,36,2023-02-06,"穿越时空,无限流,系统,升级流",百日求生游戏[无限],2023-02-03 09:37:42,9.13万,言情,1
1988920,早十点,原创-言情-幻想未来-剧情,7621763,37,2023-02-06,"穿越时空,甜文,未来架空",带着妹妹穿星际[古穿未],2023-02-03 10:13:08,15.46万,言情,1
4464380,江海寄余,衍生-言情-架空历史-东方衍生,7129699,38,2023-02-06,"武侠,无限流,港台,女配",改命,2023-02-03 04:01:06,24.19万,言情,2
4920151,鸢洲,原创-言情-幻想未来-爱情,7193304,39,2023-02-06,"灵魂转换,校园",我在贵族学院当特困生,2023-02-03 04:00:25,15.2万,言情,1
5287782,南风飞絮,原创-言情-架空历史-爱情,7551370,40,2023-02-06,"宫廷侯爵,宫斗,穿书,复仇虐渣",贵妃娘娘种田忙,2023-02-03 08:52:53,12.21万,言情,1
4431260,奶油小鹅,原创-言情-近代现代-爱情,7507947,41,2023-02-06,"天之骄子,青梅竹马,励志人生",料青山,2023-02-03 14:36:59,11.13万,言情,1
2452578,折风听柳,原创-言情-幻想未来-爱情,6863101,42,2023-02-06,"穿越时空,星际,直播",全星际最后一只狐妖,2023-02-03 15:54:18,35.75万,言情,1
5302589,荒诞开场白,原创-言情-幻想未来-剧情,7574437,43,2023-02-06,"系统,快穿,爽文",我开的真是美食店啊！,2023-02-03 04:00:23,18.71万,言情,1
5095938,影子哈哈,原创-言情-架空历史-爱情,7315348,44,2023-02-07,"宫廷侯爵,情有独钟,朝堂之上,成长",丑太子他不丑,2023-02-04 04:00:28,11.95万,言情,1
3973757,载酒宿云,原创-纯爱-幻想未来-爱情,7030640,45,2023-02-07,"生子,仙侠修真,星际,萌宠",一觉醒来本仙君成了星际团宠,2023-02-04 00:00:01,10.39万,纯爱,1
5201131,琢玉君,原创-言情-架空历史-爱情,7432485,46,2023-02-07,"江湖恩怨,情有独钟,天作之合,天之骄子",美人与剑,2023-02-04 04:00:43,35.83万,言情,1
3797376,万年拖拉机,原创-百合-近代现代-惊悚,5997695,47,2023-02-07,"灵异神怪,三教九流,前世今生,异闻传说",怪酒惊鹤录,2023-02-04 04:00:53,31.71万,百合,1
4002410,兔兔大王,原创-言情-近代现代-爱情,6049993,36,2023-02-10,"都市情缘,甜文",当我对老板反向PUA,2023-02-07 17:35:44,14.21万,言情,1
4504895,排骨馅饺子,原创-言情-近代现代-爱情,6745857,37,2023-02-10,"欢喜冤家,青梅竹马,娱乐圈,时尚流行",青梅煮梨,2023-02-07 04:00:50,20.01万,言情,1
3601853,晏言君,原创-纯爱-幻想未来-爱情,6686218,38,2023-02-10,"情有独钟,星际,未来架空,萌宠",最后一只熊猫小滚滚,2023-02-07 11:14:22,11.55万,纯爱,1
4226068,嫣戈,原创-言情-架空历史-爱情,6266522,39,2023-02-10,"布衣生活,情有独钟,甜文",娇妾难逃,2023-02-07 04:01:05,36.47万,言情,1
3816706,折枝鸟,原创-言情-近代现代-爱情,6029909,40,2023-02-10,"花季雨季,破镜重圆,娱乐圈,校园",玫瑰猎人,2023-02-07 04:00:54,21.09万,言情,1
4019704,月亮岸,原创-言情-近代现代-爱情,6528034,41,2023-02-10,"天之骄子,励志人生,甜文",初恋说不想分手,2023-02-07 16:37:04,26.68万,言情,1
2670679,遇罗,原创-言情-架空历史-爱情,6723825,22,2023-02-05,"情有独钟,女配,穿书",穿成外室文里的反派正室,2023-02-02 21:51:38,9.81万,言情,1
3725146,祈荒,原创-百合-近代现代-爱情,7594755,23,2023-02-05,"强强,都市情缘,因缘邂逅,甜文",被疯美黑月光标记后,2023-02-02 00:15:00,14.01万,百合,1
4823892,听眠枕弦,原创-纯爱-架空历史-仙侠,7249886,24,2023-02-05,"情有独钟,破镜重圆,仙侠修真,甜文",宿敌小仙君沦为废人后,2023-02-02 03:05:00,10.93万,纯爱,1
3699135,一只清,原创-纯爱-近代现代-爱情,6557321,25,2023-02-05,"情有独钟,青梅竹马,娱乐圈,甜文",我的竹马他会怀孕！,2023-02-02 15:02:06,11.82万,纯爱,1
4660098,一程晚舟,原创-言情-架空历史-爱情,7248494,26,2023-02-05,"宫廷侯爵,爱情战争,天作之合,复仇虐渣",我是奸臣白月光,2023-02-02 16:10:00,10.86万,言情,1
3968763,鸦泉,衍生-言情-架空历史-东方衍生,5878671,27,2023-02-05,"平步青云,古典名著,穿书,市井生活",西门大官人在北宋末年,2023-02-02 04:00:56,20.94万,言情,2
4012357,荔枝酸奶,原创-百合-架空历史-爱情,6826811,28,2023-02-05,"情有独钟,仙侠修真,女配,穿书",死遁后我成了女主黑月光,2023-02-02 12:00:00,7.94万,百合,1
4399766,日月百百,原创-言情-架空历史-爱情,7193910,29,2023-02-05,"天作之合,甜文",东宫娇藏,2023-02-02 10:31:45,11.56万,言情,1
2001642,神欲九霄,原创-纯爱-近代现代-爱情,6007238,39,2023-02-04,"励志人生,系统,快穿,爽文",优质攻不做恋爱脑[快穿],2023-02-01 00:00:00,9.5万,纯爱,1
4842212,何处是吾乡,原创-纯爱-架空历史-仙侠,7233197,40,2023-02-04,"强强,情有独钟,仙侠修真,古代幻想",徒儿他又撩又野,2023-02-01 00:16:16,9.62万,纯爱,1
4298403,上帝不掷骰子,原创-百合-近代现代-爱情,7675566,41,2023-02-04,"生子,情有独钟,因缘邂逅,婚恋",配合你演出的我尽力在表演,2023-02-01 00:07:43,9.04万,百合,1
2469327,胖子家的学渣,原创-言情-架空历史-剧情,7555791,42,2023-02-04,"励志人生,穿书,爽文,升级流",科举平步青云路,2023-02-01 04:00:41,14.74万,言情,1
2160792,砚允,原创-百合-幻想未来-爱情,3897046,43,2023-02-04,"欢喜冤家,快穿,穿书,直播",穿进和对家的同人文[快穿],2023-02-01 00:30:00,9.76万,百合,1
3874161,乍生欢喜,原创-纯爱-近代现代-爱情,6317286,44,2023-02-04,"情有独钟,星际,甜文,未来架空",别人家的Omega忽然不乖了,2023-02-01 20:35:12,9.06万,纯爱,1
4674671,拾秋华,原创-言情-近代现代-爱情,7161149,27,2023-02-03,"都市情缘,情有独钟,爱情战争",恋爱脑和不高兴,2023-01-31 22:09:40,6.46万,言情,1
3855999,金明之,原创-言情-近代现代-爱情,5924886,28,2023-02-03,"都市情缘,情有独钟,职场,业界精英",暗恋这件小事,2023-01-31 21:18:01,10.67万,言情,1
4551140,超甜的岛,原创-言情-近代现代-爱情,7582129,29,2023-02-03,"情有独钟,欢喜冤家,甜文,校园",偷吻太阳,2023-01-31 04:00:36,33.63万,言情,1
4693004,沙白甜,原创-言情-近代现代-爱情,6783521,30,2023-02-03,"天之骄子,娱乐圈,打脸,励志人生",咸鱼影后，武功爆红,2023-01-31 13:53:20,15.42万,言情,1
930637,挥霍,原创-言情-近代现代-爱情,7352833,31,2023-02-03,"都市情缘,情有独钟,虐恋情深,婚恋",情已入画,2023-01-31 09:06:00,11.87万,言情,1
3734654,翠皮西红柿紫菜蛋花儿汤,原创-百合-近代现代-爱情,6188842,32,2023-02-03,"生子,年下,因缘邂逅,娱乐圈",非常规标记,2023-01-31 01:09:09,11.05万,百合,1
4343218,莫霓君,原创-纯爱-架空历史-爱情,7485949,33,2023-02-03,"强强,宫廷侯爵,天作之合,朝堂之上",病美人丞相的心尖血,2023-01-31 04:00:58,24.61万,纯爱,1
4776868,星月寒,原创-言情-幻想未来-爱情,6925477,34,2023-02-03,因缘邂逅,被偏执beta缠上后[女A男B],2023-01-31 12:00:15,6.47万,言情,1
2019143,安静的九乔,衍生-无CP-架空历史-古典衍生,4088433,21,2023-02-09,"天之骄子,系统,古典名著,古代幻想",开局0天赋的我苟到了三国最强,2023-02-06 00:00:00,9.53万,无CP,2
4824658,臣婉,原创-言情-幻想未来-爱情,6985663,22,2023-02-09,"末世,甜文,未来架空",凶戾人鱼饲养指南,2023-02-06 13:37:11,6.42万,言情,1
4661458,百里飞鱼,原创-言情-架空历史-仙侠,6832804,23,2023-02-09,"异世大陆,仙侠修真,甜文,爽文",继承金山后我靠砸钱修仙,2023-02-06 10:10:10,9.65万,言情,1
3929983,揽月盈袖,原创-言情-幻想未来-爱情,7577686,24,2023-02-09,"边缘恋歌,无限流,爽文,萌宠",怪物诱捕指南,2023-02-06 09:09:02,8.06万,言情,1
5338842,风诉__,原创-纯爱-近代现代-爱情,7629268,30,2023-02-15,"幻想空间,花季雨季,边缘恋歌,校园",学校第一拽哥居然是omega,2023-02-12 04:01:06,22.91万,纯爱,1
4174344,枝曳,原创-言情-近代现代-剧情,6496456,31,2023-02-15,"打脸,穿书,爽文,年代文",八十年代咸鱼对照组,2023-02-12 04:00:39,13.7万,言情,1
3836313,尾翘,原创-言情-架空历史-爱情,6534080,32,2023-02-15,"宫廷侯爵,情有独钟,破镜重圆",与病秧子夫君和离后,2023-02-12 15:29:45,9.2万,言情,1
3713961,姜橙橙,原创-言情-架空历史-爱情,5598179,33,2023-02-15,"穿越时空,复仇虐渣",白月光替身要改嫁,2023-02-12 22:28:18,12.23万,言情,1
5293689,鑫鑫鑫子,原创-言情-架空历史-爱情,7605115,34,2023-02-15,"宫廷侯爵,天作之合,重生,甜文",掌中玉,2023-02-12 00:00:02,8.43万,言情,1
4108968,不窈窕,原创-言情-架空历史-爱情,7468550,35,2023-02-15,"情有独钟,天作之合,甜文,快穿",官配拒绝BE（快穿）,2023-02-12 04:01:08,12.96万,言情,1
5297776,甜間风仔,原创-言情-近代现代-爱情,7575074,36,2023-02-15,"天之骄子,励志人生",直到海水变蓝,2023-02-12 04:00:59,12.27万,言情,1
5071100,陶里,原创-言情-近代现代-爱情,7565954,37,2023-02-15,"都市情缘,欢喜冤家,甜文",抱歉，我不是你的野蛮人,2023-02-12 04:00:46,15.69万,言情,1
1685206,星海游,原创-女尊-架空历史-爱情,4082478,28,2023-01-29,"宫廷侯爵,情有独钟,因缘邂逅,重生",我夫郎那么柔弱（女尊）,2023-01-26 13:25:22,17.97万,女尊,1
4374964,妖妃兮,原创-言情-架空历史-爱情,7283786,29,2023-01-29,"虐恋情深,穿越时空,相爱相杀,姐弟恋",长生如意,2023-01-26 04:00:20,29.13万,言情,1
4951632,酸甜口,原创-言情-架空历史-爱情,7116970,30,2023-01-29,"前世今生,穿越时空",农家女的妇联建设日常,2023-01-26 04:00:21,47.13万,言情,1
3428498,红酒蔓越莓,原创-言情-近代现代-爱情,5862720,31,2023-01-29,"都市情缘,豪门世家,破镜重圆,励志人生",温驯,2023-01-26 21:00:00,7.59万,言情,1
3020953,诸君肥肥,原创-纯爱-幻想未来-爱情,5805625,27,2023-01-27,"情有独钟,穿越时空,机甲,星际",弹幕说他喜欢我,2023-01-24 21:00:00,23.76万,纯爱,1
3039169,桃酒PeachJoy,原创-言情-近代现代-爱情,7480836,28,2023-01-27,"励志人生,逆袭",朝夕不倦[校园],2023-01-24 00:11:17,12.83万,言情,1
3260869,守兔猪猪,原创-言情-近代现代-爱情,7615697,29,2023-01-27,"婚恋,甜文,现代架空",八十年代带崽日常,2023-01-24 04:00:33,26.02万,言情,1
64614,绝世小白,原创-言情-架空历史-剧情,6380526,10,2023-01-18,"灵魂转换,异能,励志人生,东方玄幻",异乡,2023-01-15 18:00:00,9.09万,言情,1
5320458,黄金厚蛋烧,衍生-言情-架空历史-轻小说,7615330,11,2023-01-18,"灵魂转换,性别转换,异世大陆,打脸",[原神]在八重堂当插画师后本体却成了万人迷,2023-01-15 09:00:00,10.38万,言情,2
2810631,何家焱焱,原创-言情-近代现代-爱情,5112081,12,2023-01-18,"异能,穿书,爽文,年代文",七零娇娇美人后妈,2023-01-15 04:01:00,10.77万,言情,1
4901313,潇铅笔,衍生-无CP-近代现代-东方衍生,7169602,13,2023-01-18,"少年漫,系统,直播,柯南",警校组又被幼驯染直播了吗,2023-01-15 00:00:00,8.88万,无CP,2
4988827,阿萝葵葵,原创-言情-架空历史-奇幻,7382142,14,2023-01-18,"奇幻魔幻,穿越时空,业界精英,亡灵异族",死神再就业,2023-01-15 04:00:51,12.89万,言情,1
4448473,香葱小饼干,原创-纯爱-幻想未来-奇幻,6681074,15,2023-01-18,"灵异神怪,情有独钟,无限流,系统",漂亮Beta[无限],2023-01-15 04:07:57,8.58万,纯爱,1
1982845,余北欢,原创-言情-近代现代-爱情,5590686,16,2023-01-18,"情有独钟,欢喜冤家,近水楼台,天之骄子",望月[娱乐圈],2023-01-15 02:30:00,6.7万,言情,1
1592031,有年,衍生-纯爱-架空历史-其他衍生,5405307,11,2023-01-19,"强强,年下,奇幻魔幻,甜文",[原神]妄想征服世界,2023-01-16 23:59:44,9.65万,纯爱,2
